path,recommended_permissions,notes
"external/openclaw/src/agents/models-config.normalizes-gemini-3-ids-preview-google-providers.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/models-config.providers.ollama.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/models-config.providers.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/models-config.skips-writing-models-json-no-env-token.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/models-config.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/models-config.uses-first-github-copilot-profile-env-tokens.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/models.profiles.live.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-gateway-tool.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-tools.session-status.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-tools.sessions.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-tools.subagents.sessions-spawn-applies-model-child-session.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-tools.subagents.sessions-spawn-normalizes-allowlisted-agent-ids.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-tools.subagents.sessions-spawn-prefers-per-agent-subagent-model.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/openclaw-tools.subagents.sessions-spawn-resolves-main-announce-target-from.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/opencode-zen-models.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/opencode-zen-models.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.buildbootstrapcontextfiles.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.classifyfailoverreason.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.isautherrormessage.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.isbillingerrormessage.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.iscloudcodeassistformaterror.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.iscompactionfailureerror.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.iscontextoverflowerror.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.isfailovererrormessage.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.islikelycontextoverflowerror.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.ismessagingtoolduplicate.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.normalizetextforcomparison.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.resolvebootstrapmaxchars.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.sanitize-session-messages-images.keeps-tool-call-tool-result-ids-unchanged.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.sanitizegoogleturnordering.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.sanitizesessionmessagesimages-thought-signature-stripping.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers.stripthoughtsignatures.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner.google-sanitize-thinking.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner.run-embedded-pi-agent.auth-profile-rotation.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-subscribe.handlers.tools.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-subscribe.raw-stream.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-subscribe.subscribe-embedded-pi-session.calls-onblockreplyflush-before-tool-execution-start-preserve.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-subscribe.subscribe-embedded-pi-session.includes-canvas-action-metadata-tool-summaries.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-subscribe.subscribe-embedded-pi-session.waits-multiple-compaction-retries-before-resolving.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-subscribe.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-utils.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-utils.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-model-discovery.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools-agent-config.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.before-tool-call.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.create-openclaw-coding-tools.adds-claude-style-aliases-schemas-without-dropping-b.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.create-openclaw-coding-tools.adds-claude-style-aliases-schemas-without-dropping-d.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.create-openclaw-coding-tools.adds-claude-style-aliases-schemas-without-dropping-f.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.create-openclaw-coding-tools.adds-claude-style-aliases-schemas-without-dropping.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.policy.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.policy.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.read.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.safe-bins.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.schema.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-tools.workspace-paths.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pty-dsr.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pty-keys.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox-agent-config.agent-specific-sandbox-config.should-allow-agent-specific-docker-settings-beyond.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox-agent-config.agent-specific-sandbox-config.should-use-agent-specific-workspaceroot.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox-agent-config.agent-specific-sandbox-config.should-use-global-sandbox-config-no-agent.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox-explain.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox-paths.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox-skills.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-file-repair.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-file-repair.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-tool-result-guard.tool-result-persist-hook.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-tool-result-guard.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-transcript-repair.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-transcript-repair.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-write-lock.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/session-write-lock.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/shell-utils.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/shell-utils.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills-install.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills-status.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.build-workspace-skills-prompt.applies-bundled-allowlist-without-affecting-workspace-skills.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.build-workspace-skills-prompt.prefers-workspace-skills-managed-skills.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.build-workspace-skills-prompt.syncs-merged-skills-into-target-workspace.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.buildworkspaceskillsnapshot.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.buildworkspaceskillstatus.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.loadworkspaceskillentries.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.resolveskillspromptforrun.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.summarize-skill-description.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/subagent-announce-queue.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/subagent-announce.format.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/subagent-announce.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/subagent-registry.persistence.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/subagent-registry.store.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/subagent-registry.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/system-prompt-params.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/system-prompt-params.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/system-prompt-report.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/system-prompt.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/system-prompt.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tool-call-id.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tool-display.json","contents:read","agent script, default read access"
"external/openclaw/src/agents/tool-display.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tool-policy.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tool-policy.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/workspace-templates.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/workspace-templates.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/workspace.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/oauth.fallback-to-main-agent.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/oauth.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/order.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/paths.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/session-override.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/session-override.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/store.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/auth-profiles/types.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/cli-runner/helpers.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers/bootstrap.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers/errors.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers/turns.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-helpers/types.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/compact.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/extensions.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/extra-params.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/google.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/model.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/run.overflow-compaction.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/run.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/runs.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/session-manager-cache.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/system-prompt.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/run/attempt.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/run/images.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-embedded-runner/run/images.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-extensions/compaction-safeguard-runtime.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-extensions/context-pruning/runtime.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/pi-extensions/context-pruning/tools.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/browser.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/constants.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/context.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/registry.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/shared.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/tool-policy.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/tool-policy.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/types.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/sandbox/workspace.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/schema/clean-for-gemini.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/bundled-dir.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/config.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/frontmatter.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/plugin-skills.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/refresh.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/serialize.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/types.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/skills/workspace.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/agents-list-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/browser-tool.schema.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/browser-tool.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/browser-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/canvas-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/common.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/cron-tool.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/cron-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/gateway-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/image-tool.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/image-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/memory-tool.citations.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/memory-tool.does-not-crash-on-errors.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/memory-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/message-tool.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/message-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/nodes-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/session-status-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/sessions-announce-target.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/sessions-helpers.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/sessions-list-tool.gating.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/sessions-list-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/sessions-spawn-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/telegram-actions.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/tts-tool.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/web-fetch.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/web-shared.ts","contents:read","agent script, default read access"
"external/openclaw/src/agents/tools/web-tools.enabled-defaults.test.ts","contents:read","agent script, default read access"
"external/openclaw/src/auto-reply/chunk.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/command-control.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/commands-args.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/commands-registry.data.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/commands-registry.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/commands-registry.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/dispatch.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/inbound-debounce.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/inbound.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/media-note.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/media-note.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/model.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.block-streaming.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.accepts-thinking-xhigh-codex-models.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.applies-inline-reasoning-mixed-messages-acks-immediately.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.defaults-think-low-reasoning-capable-models-no.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.ignores-inline-model-uses-default-model.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.lists-allowlisted-models-model-list.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.prefers-alias-matches-fuzzy-selection-is-ambiguous.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.requires-per-agent-allowlist-addition-global.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.returns-status-alongside-directive-only-acks.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.shows-current-elevated-level-as-off-after.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.shows-current-verbose-level-verbose-has-no.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.supports-fuzzy-model-matches-model-directive.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.directive-behavior.updates-tool-verbose-during-flight-run-toggle.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.directive.parse.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.heartbeat-typing.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.media-note.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.queue.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.raw-body.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.group-intro-prompts.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.allows-activation-from-allowfrom-groups.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.allows-approved-sender-toggle-elevated-mode.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.allows-elevated-off-groups-without-mention.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.filters-usage-summary-current-model-provider.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.handles-inline-commands-strips-it-before-agent.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.ignores-inline-elevated-directive-unapproved-sender.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.includes-error-cause-embedded-agent-throws.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.keeps-inline-status-unauthorized-senders.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.reports-active-auth-profile-key-snippet-status.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.runs-compact-as-gated-command.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.runs-greeting-prompt-bare-reset.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.shows-endpoint-default-model-status-not-configured.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.shows-quick-model-picker-grouped-by-model.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.stages-inbound-media-into-sandbox-workspace.security.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.stages-inbound-media-into-sandbox-workspace.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply.triggers.trigger-handling.targets-active-session-native-stop.e2e.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/skill-commands.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/status.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/status.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/templating.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/tool-meta.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/tool-meta.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/abort.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/abort.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner-execution.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner-helpers.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner-memory.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.authprofileid-fallback.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.heartbeat-typing.runreplyagent-typing-heartbeat.resets-corrupted-gemini-sessions-deletes-transcripts.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.heartbeat-typing.runreplyagent-typing-heartbeat.retries-after-compaction-failure-by-resetting-session.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.heartbeat-typing.runreplyagent-typing-heartbeat.signals-typing-block-replies.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.heartbeat-typing.runreplyagent-typing-heartbeat.signals-typing-normal-runs.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.heartbeat-typing.runreplyagent-typing-heartbeat.still-replies-even-if-session-reset-fails.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.memory-flush.runreplyagent-memory-flush.increments-compaction-count-flush-compaction-completes.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.memory-flush.runreplyagent-memory-flush.runs-memory-flush-turn-updates-session-metadata.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.memory-flush.runreplyagent-memory-flush.skips-memory-flush-cli-providers.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.memory-flush.runreplyagent-memory-flush.skips-memory-flush-sandbox-workspace-is-read.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.memory-flush.runreplyagent-memory-flush.uses-configured-prompts-memory-flush-runs.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.messaging-tools.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/agent-runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/body.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-allowlist.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-compact.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-config.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-models.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-parsing.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-session.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-subagents.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-tts.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands-types.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/commands.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/config-commands.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/debug-commands.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.auth.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.fast-lane.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.impl.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.model-picker.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.model.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.model.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directive-handling.persist.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/directives.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/dispatch-from-config.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/dispatch-from-config.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/followup-runner.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/followup-runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/get-reply-directives-apply.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/get-reply-directives.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/get-reply-inline-actions.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/get-reply-run.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/get-reply.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/history.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/history.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/inbound-sender-meta.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/line-directives.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/auto-reply/reply/mentions.test.ts","contents:read","default conservative read-only"
